"Destinos,""Indicadores"",""Orixe dos viaxeiros"",""CodTempo"",""Tempo"",""DatoN"",""DatoT"""
"A Coru–a e As Mari–as,""Noites"",""Todas"",2012,""2012"",1084510,""1.084.510"""
"Ancares - Courel,""Noites"",""Todas"",2012,""2012"",67981,""67.981"""
"Celanova - Limia,""Noites"",""Todas"",2012,""2012"",45709,""45.709"""
"Costa da Morte,""Noites"",""Todas"",2012,""2012"",247193,""247.193"""
"Deza - Tabeir—s,""Noites"",""Todas"",2012,""2012"",106075,""106.075"""
"Ferrolterra,""Noites"",""Todas"",2012,""2012"",349593,""349.593"""
"Lugo e a Terra Ch‡,""Noites"",""Todas"",2012,""2012"",447883,""447.883"""
"Manzaneda - Trevinca,""Noites"",""Todas"",2012,""2012"",52655,""52.655"""
"Mari–a Lucense,""Noites"",""Todas"",2012,""2012"",277153,""277.153"""
"O Ribeiro,""Noites"",""Todas"",2012,""2012"",77304,""77.304"""
"R’a de Arousa,""Noites"",""Todas"",2012,""2012"",1540807,""1.540.807"""
"R’a de Muros e Noia,""Noites"",""Todas"",2012,""2012"",86568,""86.568"""
"R’a de Vigo e Baixo Mi–o,""Noites"",""Todas"",2012,""2012"",1033361,""1.033.361"""
"R’a e Terras de Pontevedra,""Noites"",""Todas"",2012,""2012"",575655,""575.655"""
"Ribeira Sacra,""Noites"",""Todas"",2012,""2012"",196836,""196.836"""
"Terras de Ourense e Allariz,""Noites"",""Todas"",2012,""2012"",272518,""272.518"""
"Terras de Santiago,""Noites"",""Todas"",2012,""2012"",1431453,""1.431.453"""
"Ver’n - Viana,""Noites"",""Todas"",2012,""2012"",53447,""53.447"""
"Galicia,""Indicador ‡rea"",""Todas"",2012,""2012"",269,""269"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""Todas"",2012,""2012"",1152,""1.152"""
"Ancares - Courel,""Indicador ‡rea"",""Todas"",2012,""2012"",31,""31"""
"Celanova - Limia,""Indicador ‡rea"",""Todas"",2012,""2012"",26,""26"""
"Costa da Morte,""Indicador ‡rea"",""Todas"",2012,""2012"",144,""144"""
"Deza - Tabeir—s,""Indicador ‡rea"",""Todas"",2012,""2012"",68,""68"""
"Ferrolterra,""Indicador ‡rea"",""Todas"",2012,""2012"",220,""220"""
"Lugo e a Terra Ch‡,""Indicador ‡rea"",""Todas"",2012,""2012"",105,""105"""
"Manzaneda - Trevinca,""Indicador ‡rea"",""Todas"",2012,""2012"",38,""38"""
"Mari–a Lucense,""Indicador ‡rea"",""Todas"",2012,""2012"",199,""199"""
"O Ribeiro,""Indicador ‡rea"",""Todas"",2012,""2012"",77,""77"""
"R’a de Arousa,""Indicador ‡rea"",""Todas"",2012,""2012"",2447,""2.447"""
"R’a de Muros e Noia,""Indicador ‡rea"",""Todas"",2012,""2012"",216,""216"""
"R’a de Vigo e Baixo Mi–o,""Indicador ‡rea"",""Todas"",2012,""2012"",641,""641"""
"R’a e Terras de Pontevedra,""Indicador ‡rea"",""Todas"",2012,""2012"",590,""590"""
"Ribeira Sacra,""Indicador ‡rea"",""Todas"",2012,""2012"",77,""77"""
"Terras de Ourense e Allariz,""Indicador ‡rea"",""Todas"",2012,""2012"",342,""342"""
"Terras de Santiago,""Indicador ‡rea"",""Todas"",2012,""2012"",473,""473"""
"Ver’n - Viana,""Indicador ‡rea"",""Todas"",2012,""2012"",30,""30"""
"Galicia,""Indicador Costa"",""Todas"",2012,""2012"",3141,""3.141"""
"A Coru–a e As Mari–as,""Indicador Costa"",""Todas"",2012,""2012"",5625,""5.625"""
"Ancares - Courel,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Celanova - Limia,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Costa da Morte,""Indicador Costa"",""Todas"",2012,""2012"",543,""543"""
"Deza - Tabeir—s,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Ferrolterra,""Indicador Costa"",""Todas"",2012,""2012"",730,""730"""
"Lugo e a Terra Ch‡,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Manzaneda - Trevinca,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Mari–a Lucense,""Indicador Costa"",""Todas"",2012,""2012"",1056,""1.056"""
"O Ribeiro,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"R’a de Arousa,""Indicador Costa"",""Todas"",2012,""2012"",3111,""3.111"""
"R’a de Muros e Noia,""Indicador Costa"",""Todas"",2012,""2012"",605,""605"""
"R’a de Vigo e Baixo Mi–o,""Indicador Costa"",""Todas"",2012,""2012"",3529,""3.529"""
"R’a e Terras de Pontevedra,""Indicador Costa"",""Todas"",2012,""2012"",2766,""2.766"""
"Ribeira Sacra,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Terras de Ourense e Allariz,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Terras de Santiago,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Ver’n - Viana,""Indicador Costa"",""Todas"",2012,""2012"",,""-"""
"Galicia,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.78,""0,78"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.69,""0,69"""
"Ancares - Courel,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.92,""0,92"""
"Celanova - Limia,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.26,""0,26"""
"Costa da Morte,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.55,""0,55"""
"Deza - Tabeir—s,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.40,""0,40"""
"Ferrolterra,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.48,""0,48"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.62,""0,62"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.45,""0,45"""
"Mari–a Lucense,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",1.02,""1,02"""
"O Ribeiro,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.43,""0,43"""
"R’a de Arousa,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",2.16,""2,16"""
"R’a de Muros e Noia,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.53,""0,53"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.53,""0,53"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.69,""0,69"""
"Ribeira Sacra,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.83,""0,83"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.49,""0,49"""
"Terras de Santiago,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",1.43,""1,43"""
"Ver’n - Viana,""Indicador Poboaci—n (1)"",""Todas"",2012,""2012"",0.41,""0,41"""
"Galicia,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",2.87,""2,87"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",2.54,""2,54"""
"Ancares - Courel,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",3.36,""3,36"""
"Celanova - Limia,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",0.95,""0,95"""
"Costa da Morte,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",2.02,""2,02"""
"Deza - Tabeir—s,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",1.46,""1,46"""
"Ferrolterra,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",1.74,""1,74"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",2.28,""2,28"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",1.64,""1,64"""
"Mari–a Lucense,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",3.73,""3,73"""
"O Ribeiro,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",1.57,""1,57"""
"R’a de Arousa,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",7.91,""7,91"""
"R’a de Muros e Noia,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",1.95,""1,95"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",1.95,""1,95"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",2.53,""2,53"""
"Ribeira Sacra,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",3.02,""3,02"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",1.80,""1,80"""
"Terras de Santiago,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",5.22,""5,22"""
"Ver’n - Viana,""Indicador Poboaci—n (2)"",""Todas"",2012,""2012"",1.49,""1,49"""
"Galicia,""Indicador Estacional (1)"",""Todas"",2012,""2012"",36.7,""36,7"""
"A Coru–a e As Mari–as,""Indicador Estacional (1)"",""Todas"",2012,""2012"",33.3,""33,3"""
"Ancares - Courel,""Indicador Estacional (1)"",""Todas"",2012,""2012"",34.4,""34,4"""
"Celanova - Limia,""Indicador Estacional (1)"",""Todas"",2012,""2012"",31.1,""31,1"""
"Costa da Morte,""Indicador Estacional (1)"",""Todas"",2012,""2012"",41.5,""41,5"""
"Deza - Tabeir—s,""Indicador Estacional (1)"",""Todas"",2012,""2012"",25.0,""25,0"""
"Ferrolterra,""Indicador Estacional (1)"",""Todas"",2012,""2012"",41.3,""41,3"""
"Lugo e a Terra Ch‡,""Indicador Estacional (1)"",""Todas"",2012,""2012"",23.5,""23,5"""
"Manzaneda - Trevinca,""Indicador Estacional (1)"",""Todas"",2012,""2012"",20.9,""20,9"""
"Mari–a Lucense,""Indicador Estacional (1)"",""Todas"",2012,""2012"",50.6,""50,6"""
"O Ribeiro,""Indicador Estacional (1)"",""Todas"",2012,""2012"",21.9,""21,9"""
"R’a de Arousa,""Indicador Estacional (1)"",""Todas"",2012,""2012"",54.5,""54,5"""
"R’a de Muros e Noia,""Indicador Estacional (1)"",""Todas"",2012,""2012"",67.5,""67,5"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (1)"",""Todas"",2012,""2012"",35.4,""35,4"""
"R’a e Terras de Pontevedra,""Indicador Estacional (1)"",""Todas"",2012,""2012"",38.7,""38,7"""
"Ribeira Sacra,""Indicador Estacional (1)"",""Todas"",2012,""2012"",28.9,""28,9"""
"Terras de Ourense e Allariz,""Indicador Estacional (1)"",""Todas"",2012,""2012"",21.6,""21,6"""
"Terras de Santiago,""Indicador Estacional (1)"",""Todas"",2012,""2012"",25.0,""25,0"""
"Ver’n - Viana,""Indicador Estacional (1)"",""Todas"",2012,""2012"",27.2,""27,2"""
"Galicia,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-0.6,""-0,6"""
"A Coru–a e As Mari–as,""Indicador Estacional (2)"",""Todas"",2012,""2012"",1.8,""1,8"""
"Ancares - Courel,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-7.1,""-7,1"""
"Celanova - Limia,""Indicador Estacional (2)"",""Todas"",2012,""2012"",3.7,""3,7"""
"Costa da Morte,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-10.8,""-10,8"""
"Deza - Tabeir—s,""Indicador Estacional (2)"",""Todas"",2012,""2012"",0.2,""0,2"""
"Ferrolterra,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-0.5,""-0,5"""
"Lugo e a Terra Ch‡,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-2.3,""-2,3"""
"Manzaneda - Trevinca,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-6.4,""-6,4"""
"Mari–a Lucense,""Indicador Estacional (2)"",""Todas"",2012,""2012"",1.2,""1,2"""
"O Ribeiro,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-2.9,""-2,9"""
"R’a de Arousa,""Indicador Estacional (2)"",""Todas"",2012,""2012"",0.9,""0,9"""
"R’a de Muros e Noia,""Indicador Estacional (2)"",""Todas"",2012,""2012"",0.4,""0,4"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (2)"",""Todas"",2012,""2012"",0.0,""0,0"""
"R’a e Terras de Pontevedra,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-3.8,""-3,8"""
"Ribeira Sacra,""Indicador Estacional (2)"",""Todas"",2012,""2012"",0.4,""0,4"""
"Terras de Ourense e Allariz,""Indicador Estacional (2)"",""Todas"",2012,""2012"",0.1,""0,1"""
"Terras de Santiago,""Indicador Estacional (2)"",""Todas"",2012,""2012"",-1.3,""-1,3"""
"Ver’n - Viana,""Indicador Estacional (2)"",""Todas"",2012,""2012"",1.3,""1,3"""
"Galicia,""Noites"",""F—ra de Galicia"",2012,""2012"",5346933,""5.346.933"""
"A Coru–a e As Mari–as,""Noites"",""F—ra de Galicia"",2012,""2012"",740511,""740.511"""
"Ancares - Courel,""Noites"",""F—ra de Galicia"",2012,""2012"",43064,""43.064"""
"Celanova - Limia,""Noites"",""F—ra de Galicia"",2012,""2012"",23148,""23.148"""
"Costa da Morte,""Noites"",""F—ra de Galicia"",2012,""2012"",153735,""153.735"""
"Deza - Tabeir—s,""Noites"",""F—ra de Galicia"",2012,""2012"",45593,""45.593"""
"Ferrolterra,""Noites"",""F—ra de Galicia"",2012,""2012"",231898,""231.898"""
"Lugo e a Terra Ch‡,""Noites"",""F—ra de Galicia"",2012,""2012"",291873,""291.873"""
"Manzaneda - Trevinca,""Noites"",""F—ra de Galicia"",2012,""2012"",16769,""16.769"""
"Mari–a Lucense,""Noites"",""F—ra de Galicia"",2012,""2012"",191400,""191.400"""
"O Ribeiro,""Noites"",""F—ra de Galicia"",2012,""2012"",33800,""33.800"""
"R’a de Arousa,""Noites"",""F—ra de Galicia"",2012,""2012"",1020457,""1.020.457"""
"R’a de Muros e Noia,""Noites"",""F—ra de Galicia"",2012,""2012"",42705,""42.705"""
"R’a de Vigo e Baixo Mi–o,""Noites"",""F—ra de Galicia"",2012,""2012"",716805,""716.805"""
"R’a e Terras de Pontevedra,""Noites"",""F—ra de Galicia"",2012,""2012"",366297,""366.297"""
"Ribeira Sacra,""Noites"",""F—ra de Galicia"",2012,""2012"",127357,""127.357"""
"Terras de Ourense e Allariz,""Noites"",""F—ra de Galicia"",2012,""2012"",137031,""137.031"""
"Terras de Santiago,""Noites"",""F—ra de Galicia"",2012,""2012"",1129722,""1.129.722"""
"Ver’n - Viana,""Noites"",""F—ra de Galicia"",2012,""2012"",34768,""34.768"""
"Galicia,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",181,""181"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",787,""787"""
"Ancares - Courel,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",20,""20"""
"Celanova - Limia,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",13,""13"""
"Costa da Morte,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",90,""90"""
"Deza - Tabeir—s,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",29,""29"""
"Ferrolterra,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",146,""146"""
"Lugo e a Terra Ch‡,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",69,""69"""
"Manzaneda - Trevinca,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",12,""12"""
"Mari–a Lucense,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",137,""137"""
"O Ribeiro,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",34,""34"""
"R’a de Arousa,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",1621,""1.621"""
"R’a de Muros e Noia,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",106,""106"""
"R’a de Vigo e Baixo Mi–o,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",445,""445"""
"R’a e Terras de Pontevedra,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",376,""376"""
"Ribeira Sacra,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",50,""50"""
"Terras de Ourense e Allariz,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",172,""172"""
"Terras de Santiago,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",373,""373"""
"Ver’n - Viana,""Indicador ‡rea"",""F—ra de Galicia"",2012,""2012"",20,""20"""
"Galicia,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",2113,""2.113"""
"A Coru–a e As Mari–as,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",3841,""3.841"""
"Ancares - Courel,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Celanova - Limia,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Costa da Morte,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",338,""338"""
"Deza - Tabeir—s,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Ferrolterra,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",484,""484"""
"Lugo e a Terra Ch‡,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Manzaneda - Trevinca,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Mari–a Lucense,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",730,""730"""
"O Ribeiro,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"R’a de Arousa,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",2060,""2.060"""
"R’a de Muros e Noia,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",298,""298"""
"R’a de Vigo e Baixo Mi–o,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",2448,""2.448"""
"R’a e Terras de Pontevedra,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",1760,""1.760"""
"Ribeira Sacra,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Terras de Ourense e Allariz,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Terras de Santiago,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Ver’n - Viana,""Indicador Costa"",""F—ra de Galicia"",2012,""2012"",,""-"""
"Galicia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.53,""0,53"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.47,""0,47"""
"Ancares - Courel,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.58,""0,58"""
"Celanova - Limia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.13,""0,13"""
"Costa da Morte,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.34,""0,34"""
"Deza - Tabeir—s,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.17,""0,17"""
"Ferrolterra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.32,""0,32"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.41,""0,41"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.14,""0,14"""
"Mari–a Lucense,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.70,""0,70"""
"O Ribeiro,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.19,""0,19"""
"R’a de Arousa,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",1.43,""1,43"""
"R’a de Muros e Noia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.26,""0,26"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.37,""0,37"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.44,""0,44"""
"Ribeira Sacra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.53,""0,53"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.25,""0,25"""
"Terras de Santiago,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",1.13,""1,13"""
"Ver’n - Viana,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2012,""2012"",0.27,""0,27"""
"Galicia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",1.93,""1,93"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",1.73,""1,73"""
"Ancares - Courel,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",2.13,""2,13"""
"Celanova - Limia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",0.48,""0,48"""
"Costa da Morte,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",1.26,""1,26"""
"Deza - Tabeir—s,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",0.63,""0,63"""
"Ferrolterra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",1.16,""1,16"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",1.48,""1,48"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",0.52,""0,52"""
"Mari–a Lucense,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",2.58,""2,58"""
"O Ribeiro,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",0.69,""0,69"""
"R’a de Arousa,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",5.24,""5,24"""
"R’a de Muros e Noia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",0.96,""0,96"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",1.35,""1,35"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",1.61,""1,61"""
"Ribeira Sacra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",1.96,""1,96"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",0.91,""0,91"""
"Terras de Santiago,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",4.12,""4,12"""
"Ver’n - Viana,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2012,""2012"",0.97,""0,97"""
"Galicia,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",38.5,""38,5"""
"A Coru–a e As Mari–as,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",35.0,""35,0"""
"Ancares - Courel,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",42.9,""42,9"""
"Celanova - Limia,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",38.2,""38,2"""
"Costa da Morte,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",48.4,""48,4"""
"Deza - Tabeir—s,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",35.8,""35,8"""
"Ferrolterra,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",42.8,""42,8"""
"Lugo e a Terra Ch‡,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",26.3,""26,3"""
"Manzaneda - Trevinca,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",27.4,""27,4"""
"Mari–a Lucense,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",56.5,""56,5"""
"O Ribeiro,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",27.7,""27,7"""
"R’a de Arousa,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",51.4,""51,4"""
"R’a de Muros e Noia,""Indicador Estacional (1)"",""F—ra de Galicia"",2012,""2012"",66.7,""66,7"""
