objectid,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,event_year,source,basisofrec,catalog_no,dist_comm,island,tax_comm,legend,kingdom,phylum,class,order_,family,genus,category,latitude,longitude
348136,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,CHR,PreservedSpecimen,CHR 516546,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-42.06940000,172.24000000
348137,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.40890000,175.32680000
348138,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.38080000,175.30400000
348139,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.37840000,175.29740000
348140,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.37840000,175.29740000
348141,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-42.50810000,171.64980000
348142,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-42.31210000,173.63680000
348143,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-42.31210000,173.63790000
348144,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.48630000,175.34740000
348145,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.48300000,175.34740000
348146,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.47470000,175.31790000
348147,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.46080000,175.36280000
348148,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.45500000,175.34970000
348149,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.43250000,175.31070000
348150,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.43110000,175.31040000
348151,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.42120000,175.31370000
348152,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.42120000,175.31370000
348153,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.42120000,175.31370000
348154,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.36530000,175.36190000
348155,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.36280000,175.34340000
348156,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.34960000,175.33900000
348157,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.34390000,175.35430000
348158,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.34390000,175.35430000
348159,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.33730000,175.34340000
348160,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.33730000,175.34340000
348161,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.33390000,175.32270000
348162,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.33320000,175.32330000
348163,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.33230000,175.30630000
348164,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.18030000,172.47170000
348165,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.17380000,172.45850000
348166,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.15880000,172.48120000
348167,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.15370000,172.50830000
348168,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.14980000,172.47340000
348169,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.14960000,172.50610000
348170,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.14900000,172.47230000
348171,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.14300000,172.50600000
348173,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.14220000,172.49940000
348174,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.14220000,172.50380000
348175,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.14140000,172.49830000
348176,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.13980000,172.49280000
348177,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.13900000,172.48740000
348178,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.13740000,172.48080000
348179,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.13290000,172.53090000
348180,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12660000,172.49260000
348181,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12660000,172.49480000
348182,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12660000,172.49700000
348183,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12570000,172.49920000
348184,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12570000,172.50240000
348185,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12570000,172.50460000
348186,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12510000,172.47630000
348187,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12340000,172.47950000
348188,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12260000,172.48170000
348189,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12260000,172.48390000
348190,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12170000,172.48500000
348191,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12090000,172.48600000
348192,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.11930000,172.48710000
348193,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.11790000,172.54370000
348194,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10770000,172.48580000
348195,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10690000,172.48800000
348196,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10610000,172.39000000
348197,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10610000,172.49020000
348198,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10610000,172.49130000
348199,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10440000,172.49450000
348200,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10350000,172.49560000
348201,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10270000,172.49770000
348202,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10060000,172.45520000
348203,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.09980000,172.45520000
348204,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.09810000,172.45520000
348205,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.09630000,172.47910000
348206,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.09540000,172.48020000
348207,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.09300000,172.48230000
348209,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.09210000,172.48340000
348210,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.09070000,172.45510000
348211,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.09050000,172.48450000
348212,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08960000,172.48670000
348213,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08890000,172.45390000
348214,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08800000,172.48770000
348215,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08660000,172.45400000
348216,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08420000,172.44960000
348217,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08410000,172.45390000
348218,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08340000,172.44850000
348219,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08250000,172.44740000
348220,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.07340000,172.45810000
348221,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.07260000,172.46030000
348222,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.07170000,172.46240000
348223,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.07090000,172.46350000
348224,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.07000000,172.46460000
348225,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.06920000,172.46790000
348226,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.06840000,172.47000000
348227,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.06300000,172.41660000
348228,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.06060000,172.41770000
348229,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.05970000,172.41880000
348230,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.05890000,172.41880000
348231,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.05800000,172.43070000
348232,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.05720000,172.41980000
348233,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.05630000,172.43180000
348234,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.05550000,172.43280000
348235,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.05460000,172.43500000
