"Column1","Area","Units","Country","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","Latin species name","English","Spanish","French"
"BZX","27.8.c","TLW","ES","0","0","0","0","0","0.04","0","0.01","0.01","2.54","0","0","0","0","0","0","0","Sarda spp","Bonitos nei","Bonitos nep","Bonites nca"
"BZX","27.9.a","TLW","ES","0","0","1.17","0.05","0.12","0.07","0.66","1.28","0.22","0","0","0","0","0","0","0","0","Sarda spp","Bonitos nei","Bonitos nep","Bonites nca"
"CAA","27.9.a","TLW","ES","0","0","0","0","0.01","0.03","0","0","0","0","0","0","0","0","0","0","0","Anarhichas lupus","Atlantic wolffish","Perro del Norte","Loup atlantique"
"CAB","27.8.c","TLW","ES","0","0","0","0","0","0.07","0","0","0","0","0","0","0","0","0","0","0","Anarhichas denticulatus","Northern wolffish","Lobo","Loup gélatineux"
"CAB","27.9.a","TLW","ES","0","0","0","0","0.02","0","0","0.1","0","0","0","0","0","0","0","0","0","Anarhichas denticulatus","Northern wolffish","Lobo","Loup gélatineux"
"CAP","27.8.c","TLW","ES","0","0.03","0.03","0.1","0.07","0.09","0.03","0","0","0.04","0","0","0","0","0","0","0","Mallotus villosus","Capelin","Capelán","Capelan"
"CAR","27.8.c","TLW","ES","0","0.01","0","0","0","0.56","0.07","1071.85","504.52","541.48","0","647.03","672.6","119.6","0","0","0","Chondrichthyes","Cartilaginous fishes nei","Peces cartilaginosos nep","Poissons cartilagineux nca"
"CAR","27.9.a","TLW","ES","0","0.01","0","0","0","0.29","0.01","534.25","305.39","511.1","0.03","337.38","500","1.7","0","0","0","Chondrichthyes","Cartilaginous fishes nei","Peces cartilaginosos nep","Poissons cartilagineux nca"
"CAT","27.8.c","TLW","ES","0","0.04","0.07","0","0.01","0","0.04","0","0.02","0","0.46","0","0","0","0","0.01","0.2","Anarhichas spp","Wolffishes(=Catfishes) nei","Perritos del Norte nep","Loups nca"
"CAT","27.9.a","TLW","ES","0.01","0.03","0.43","0.01","0.03","0.02","0","0","0","0.01","0.01","0","0.1","0","0","0","0","Anarhichas spp","Wolffishes(=Catfishes) nei","Perritos del Norte nep","Loups nca"
"CBC","27.8.c","TLW","ES","2.55","3.81","2.88","1.55","1.03","0.66","0.6","1.64","0.73","1.58","0.17","0.32","0.2","0","0","0","0.2","Cepola macrophthalma","Red bandfish","Cepola","Cépole commune"
"CBC","27.9.a","TLW","ES","80.69","86.17","59.21","47.28","17.18","31.78","45","41.3","25.91","41.56","20.9","23.58","40","49.5","19","9.9","582.7","Cepola macrophthalma","Red bandfish","Cepola","Cépole commune"
"CBM","27.8.c","TLW","ES","0.27","0.62","0.6","0.15","0.15","0.1","0.34","0.33","0.56","0","0","0","0","0","0","0","0","Sciaena umbra","Brown meagre","Corvallo","Corb commun"
"CBM","27.9.a","TLW","ES","1.08","1.35","1.58","1.23","2.63","1.49","5.05","7.96","11.37","7.08","0","0","0","0","0","0","0","Sciaena umbra","Brown meagre","Corvallo","Corb commun"
"CBR","27.8.c","TLW","ES","20.49","20.41","16.55","24.75","22.13","16.44","19.12","14.93","26.4","49.34","70.87","204.07","246.2","42.5","60","133.8","36.2","Serranus cabrilla","Comber","Cabrilla","Serran-chèvre"
"CBR","27.9.a","TLW","ES","15.77","7.33","8.71","12.51","13.4","14.64","16.76","14.68","11.47","25.31","24.1","45.88","33.9","60.3","97","590.2","0","Serranus cabrilla","Comber","Cabrilla","Serran-chèvre"
"CCT","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0.02","0","0","0","0","0","0","0","0","Carcharias taurus","Sand tiger shark","Toro bacota","Requin taureau"
"CCT","27.9.a","TLW","ES","0","0","0.02","0.03","0.01","0","0","0","0","0.02","0","0","0","0","0","0","0","Carcharias taurus","Sand tiger shark","Toro bacota","Requin taureau"
"CDX","27.8.c","TLW","ES","0.05","0.35","0.7","5.29","0.57","5.32","0.22","0.15","0.11","0.25","14.52","14.09","15.5","16","4","2.1","2.4","Sciaenidae","Croakers, drums nei","Esciénidos nep","Sciaenidés nca"
"CDX","27.9.a","TLW","ES","48.43","24.75","14.28","12.26","18.07","16.35","27.15","20.86","28.6","30.8","230.25","389.98","276.7","222.5","196","252.1","206.8","Sciaenidae","Croakers, drums nei","Esciénidos nep","Sciaenidés nca"
"CEN","27.8.c","TLW","ES","0","0","0","0.04","0","0","0","0","0.04","0","0","0.54","1.2","0","0.01","0","0","Centrolophidae","Ruffs, barrelfishes nei","Rufos, romerillos nep","Centrolophes nca"
"CEN","27.9.a","TLW","ES","0.01","0.06","0.02","0.01","0.01","0.15","0.02","0.25","0.34","0.08","0.04","0.08","7.2","5.6","1","0.7","1.8","Centrolophidae","Ruffs, barrelfishes nei","Rufos, romerillos nep","Centrolophes nca"
"CEO","27.8.c","TLW","ES","0","0","0","0.44","0","0","0","0","0","0","0","0","0","0","0","0","0","Centrolophus niger","Rudderfish","Romerillo","Centrolophe noir"
"CEO","27.9.a","TLW","ES","0.01","0.05","0.03","0.01","0.01","0.01","0.03","0.08","0.05","0.16","0","0","0","0","0","0","0","Centrolophus niger","Rudderfish","Romerillo","Centrolophe noir"
"CEP","27.8.c","TLW","ES","0","0","0.01","0","0.01","0","0","0.06","0","0","0","0","0","0","0","0","0","Cephalopoda","Cephalopods nei","Cefalópodos nep","Céphalopodes nca"
"CEP","27.9.a","TLW","ES","0","0.09","0.22","0.14","0.17","0.03","0.9","0.94","0","1.54","0","0","0","0","0","0","0","Cephalopoda","Cephalopods nei","Cefalópodos nep","Céphalopodes nca"
"CET","27.8.c","TLW","ES","6.34","13.14","11.01","7.88","5.93","7.01","6.13","9.54","10.9","13.95","13.21","9.48","5.1","4.5","1","1.2","3","Dicologlossa cuneata","Wedge sole","Acedía","Céteau"
"CET","27.9.a","TLW","ES","143.31","142.67","227.03","152.17","124.07","153.87","170.07","199.28","188.19","291.25","246.07","140.64","316.9","280.3","229","167.6","225.3","Dicologlossa cuneata","Wedge sole","Acedía","Céteau"
"CFB","27.9.a","TLW","ES","0","0","0","0","0","0","0","0.03","0","0","0","0","0","0","0","0","0","Centroscyllium fabricii","Black dogfish","Tollo negro merga","Aiguillat noir"
"CGX","27.8.c","TLW","ES","0.3","0.32","0.73","7.22","0.1","6.63","9.8","3.3","81.21","396.03","345.83","94.57","136.2","14.7","0","0.5","0.7","Carangidae","Carangids nei","Carángidos nep","Carangidés nca"
"CGX","27.9.a","TLW","ES","0.35","0.95","0.99","5.52","9.24","40.27","3.61","2.39","5.82","68.64","245.92","4.09","10.8","3.5","4","9.1","3","Carangidae","Carangids nei","Carángidos nep","Carangidés nca"
"CIL","27.8.c","TLW","ES","0.03","0.02","0.01","0.01","0.03","0.03","0","0.01","0.09","0.05","0","0","0","0","0","0","0","Citharus linguatula","Spotted flounder","Solleta","Feuille"
"CIL","27.9.a","TLW","ES","154.71","179.97","237.09","230.43","136.04","115.8","152.51","151.07","97.69","183.92","0","0","0","0","0","0","0","Citharus linguatula","Spotted flounder","Solleta","Feuille"
"CKL","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0","0","0","0","Pseudotolithus brachygnathus","Law croaker","Corvina reina","Otolithe gabo"
"CLJ","27.8.c","TLW","ES","12.9","13.68","10.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ruditapes philippinarum","Japanese carpet shell","Almeja japonesa","Palourde japonaise"
"CLJ","27.9.a","TLW","ES","409.5","259.89","811.52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ruditapes philippinarum","Japanese carpet shell","Almeja japonesa","Palourde japonaise"
"CLS","27.9.a","TLW","ES","0.03","0.01","0.01","0","0","0.01","0","0.01","0.01","0","0","0","0","0","0","0","0","Mya arenaria","Sand gaper","Almeja de can","Mye des sables"
"CLU","27.8.c","TLW","ES","0.31","1.22","0.19","0.2","0.1","636.16","156.89","341.2","27.59","0.3","7.38","717.43","370.4","0.7","1","1.7","0","Clupeoidei","Clupeoids nei","Clupeoideos nep","Clupéoidés nca"
"CLU","27.9.a","TLW","ES","0.2","22.58","0.47","1.03","9.14","276.53","133.81","112.59","38.61","8.12","2.52","725.29","333.9","960","878","611.2","406","Clupeoidei","Clupeoids nei","Clupeoideos nep","Clupéoidés nca"
"CLV","27.8.c","TLW","ES","0.17","0","0.23","11.61","21","59.81","51.3","39.04","36.64","47","224","149.41","97.1","106.4","107","84.9","62.9","Veneridae","Venus clams nei","Almejas(=Veneridos) nep","Petites praires nca"
"CLV","27.9.a","TLW","ES","0.05","0.06","0.58","986.05","832.22","2752.43","2120.91","1394.4","1288.84","1384.4","2073.67","2609.92","2664.9","2799.9","1257","931.7","1103","Veneridae","Venus clams nei","Almejas(=Veneridos) nep","Petites praires nca"
"CLX","27.8.c","TLW","ES","0.02","0.07","0.01","0.08","0.09","0.1","0","0.56","0.15","0.04","21.49","0","0.01","0.01","0.01","0","0","Bivalvia","Clams, etc. nei","Almejas, etc. nep","Clams, etc. nca"
"CLX","27.9.a","TLW","ES","0.11","0.07","0.04","0.02","0.18","0.95","1.07","3.01","2.51","4.84","8.83","15.52","17","31.8","414","42.6","50.8","Bivalvia","Clams, etc. nei","Almejas, etc. nep","Clams, etc. nca"
"CMK","27.9.a","TLW","ES","0","0","0","0.03","0","0","0","0","0","0.01","0","0","0","0","0","0","0","Chromis chromis","Damselfish",NA,NA
"CNZ","27.9.a","TLW","ES","0","0","0","0","0","0","0.01","0.31","0","0.01","0","0","0","0","0","0","0","Crangon spp","Crangon shrimps nei","Camarones Crangón nep","Crevettes Crangon nca"
"COB","27.8.c","TLW","ES","1.79","1.24","2.12","4.68","2.95","0.91","1.33","0.81","0.37","0.55","0","0","0","0","0","0","0","Umbrina cirrosa","Shi drum","Verrugato fusco","Ombrine côtière"
"COB","27.9.a","TLW","ES","1.23","2.56","3.01","2.06","2.46","15.17","4.83","8.54","29.21","17.91","0","0","0","0","0","0","0","Umbrina cirrosa","Shi drum","Verrugato fusco","Ombrine côtière"
"COC","27.8.c","TLW","ES","14.06","3.66","14.31","15.64","42.36","247.49","233.79","224.71","186.79","89.79","250.4","309.17","372.1","291.4","75","30.8","48.3","Cerastoderma edule","Common edible cockle","Berberecho común","Coque commune"
"COC","27.9.a","TLW","ES","1198.3","619.03","684.13","1994.48","1472.99","2593.18","1325.03","2185.47","1008.13","1555.17","2027.29","3299.56","3356.7","2977.6","2685","2698.2","1360.2","Cerastoderma edule","Common edible cockle","Berberecho común","Coque commune"
"COD","27.8.c","TLW","ES","0.02","0.01","0.02","0.01","0","0","0.04","0.06","0.05","0","0.05","0.01","0.4","0.01","0","0.01","0","Gadus morhua","Atlantic cod","Bacalao del Atlántico","Morue de l'Atlantique"
"COD","27.9.a","TLW","ES","0.08","0","0.03","0","0.01","0.02","0.02","0.01","0.01","0","0.73","0.89","3.9","2.3","0","0.1","0","Gadus morhua","Atlantic cod","Bacalao del Atlántico","Morue de l'Atlantique"
"COE","27.8.c","TLW","ES","773.57","949.92","857.51","867.25","1021.96","1144.98","1221.33","1296.35","1291.3","1664.88","1892.36","1872.25","1167.2","1205","923","609.2","921.6","Conger conger","European conger","Congrio común","Congre d'Europe"
"COE","27.9.a","TLW","ES","515.74","558.16","569.01","475.53","538.32","705.42","528.62","695.8","615.43","628.52","721.78","662.92","585.3","630.7","1618","1992.3","1377","Conger conger","European conger","Congrio común","Congre d'Europe"
"COU","27.8.c","TLW","ES","1.32","1.64","1.63","2.36","1.47","3.64","3.79","0.25","1.64","2.41","0","0","0","0","0","0","0","Coris julis","Mediterranean rainbow wrasse",NA,NA
"COU","27.9.a","TLW","ES","3.13","3.15","2.87","3.62","3.32","3.82","1.43","1.15","0.78","0.84","0","0","0","0","0","0","0","Coris julis","Mediterranean rainbow wrasse",NA,NA
"COX","27.8.c","TLW","ES","0","1.61","0.01","0.8","0.57","0.04","0.04","0.12","1.45","0","0","0","0","0","0","0","0","Congridae","Conger eels, etc. nei","Congrios, etc. nep","Congres, etc. nca"
"COX","27.9.a","TLW","ES","0.04","0.18","0.05","0.01","0.03","0.05","0.05","0.12","0","0.04","0","0","0","0","0","0","0","Congridae","Conger eels, etc. nei","Congrios, etc. nep","Congres, etc. nca"
"CPL","27.9.a","TLW","ES","0.02","0","0","0","0","0","0","0.09","0","0","0","0","0","0","0","0","0","Centrophorus lusitanicus","Lowfin gulper shark","Quelvacho lusitánico","Squale-chagrin longue dorsale"
"CPR","27.8.c","TLW","ES","16.57","15.44","22.77","17.53","14.29","23.9","20.58","15.79","21.7","10.71","13.32","18.98","17.1","15.6","15","12.5","16.4","Palaemon serratus","Common prawn","Camarón común","Bouquet commun"
"CPR","27.9.a","TLW","ES","60.44","51.88","53.9","72.02","49.7","48.65","54.36","57.22","50.01","37.36","54.41","72.3","70.4","68.3","66","56","52.3","Palaemon serratus","Common prawn","Camarón común","Bouquet commun"
"CRA","27.8.c","TLW","ES","0.42","0.09","3.58","0.05","1.16","0.29","0.44","2.15","0.11","0.05","0.68","0.96","5.6","4","0.01","0.01","38","Brachyura","Marine crabs nei","Cangrejos de mar nep","Crabes de mer nca"
"CRA","27.9.a","TLW","ES","9.46","9.25","7.19","9.13","5.73","4.61","6.29","4.68","3.51","1.71","1.2","10.75","2.9","1.3","11","13.3","0.1","Brachyura","Marine crabs nei","Cangrejos de mar nep","Crabes de mer nca"
"CRE","27.8.c","TLW","ES","16.48","17.71","16.42","23.06","26.96","18.27","21.59","18.4","17.69","33.19","26.19","14.17","9.6","4.4","3","3.1","5","Cancer pagurus","Edible crab","Buey de mar","Tourteau"
"CRE","27.9.a","TLW","ES","11.71","15.33","8.86","12.59","9.73","4.3","2.93","2.6","1.92","1.15","1.8","1.15","1.6","1.4","7","1.5","14.6","Cancer pagurus","Edible crab","Buey de mar","Tourteau"
"CRG","27.8.c","TLW","ES","0.01","0","0.05","0.03","0","0","0.02","0","0.04","0.05","0.2","2.88","0.4","0.6","3","1.1","3.6","Carcinus maenas","Green crab","Cangrejo verde","Crabe vert"
"CRG","27.9.a","TLW","ES","39.92","14.57","13.26","22.98","13.79","16.3","18.59","16.51","5.79","0.82","4.54","5.82","8","7.6","9","8.9","2","Carcinus maenas","Green crab","Cangrejo verde","Crabe vert"
"CRS","27.8.c","TLW","ES","0.08","0.01","0","0.21","1.29","0.1","0.01","0","0.01","0","0.15","0.27","0.1","0.01","0","0.3","0.1","Portunus spp","Portunus swimcrabs nei","Jaibas Portunus nep","Étrilles Portunus nca"
"CRS","27.9.a","TLW","ES","0","0","0","0","0.01","0.09","0.02","0.02","0.03","0.1","0.01","0.16","0.01","0.01","0.01","0.01","0.1","Portunus spp","Portunus swimcrabs nei","Jaibas Portunus nep","Étrilles Portunus nca"
"CRU","27.8.c","TLW","ES","0.05","0.04","0.02","0.59","0","0","0.02","9.99","0.58","0","234.28","268.6","278.8","221","188","232.2","236.8","Crustacea","Marine crustaceans nei","Crustáceos marinos nep","Crustacés marins nca"
"CRU","27.9.a","TLW","ES","1.09","2.64","3.08","12.82","7.84","4.55","9.44","22.57","5.36","2.07","133.71","164.56","145.4","137.5","159","237.1","62.6","Crustacea","Marine crustaceans nei","Crustáceos marinos nep","Crustacés marins nca"
"CRW","27.8.c","TLW","ES","0.08","0.09","0.05","0.04","0.01","0.01","0","0","0.01","0.02","0.76","1.12","1.8","1.7","1","1","1.9","Palinurus spp","Palinurid spiny lobsters nei","Langostas Palinurus nep","Langoustes Palinurus nca"
"CRW","27.9.a","TLW","ES","0","0.04","0.06","0.11","0.19","0.47","0.22","0.36","0.02","0","0.57","1.46","1","1.3","2","2.6","2.6","Palinurus spp","Palinurid spiny lobsters nei","Langostas Palinurus nep","Langoustes Palinurus nca"
"CSH","27.8.c","TLW","ES","0.18","0.25","0.17","0.42","0.06","0.05","0","0.14","0.3","0.07","0.16","0.51","0.7","0.8","0","0","0.4","Crangon crangon","Common shrimp","Quisquilla","Crevette grise"
"CSH","27.9.a","TLW","ES","1.29","0.79","0.83","0.72","2.14","3.51","3.71","7.24","2.89","6.05","1.9","1.3","1.1","0.01","1","2.6","0.5","Crangon crangon","Common shrimp","Quisquilla","Crevette grise"
"CTB","27.8.c","TLW","ES","2.59","2.7","2.64","7.82","7.09","21.52","28.15","27.08","27.52","17.33","0","0","0","0","0","0","0","Diplodus vulgaris","Common two-banded seabream","Sargo mojarra","Sar à tête noire"
"CTB","27.9.a","TLW","ES","90.9","69.26","49.14","37.51","39.79","44.8","65.21","48.34","65.02","45.7","0","0","0","0","0","0","0","Diplodus vulgaris","Common two-banded seabream","Sargo mojarra","Sar à tête noire"
"CTC","27.8.c","TLW","ES","94.91","116.18","90.69","100.2","93.53","94.86","192.34","118.05","91.25","171.57","147.16","152.02","149.7","110.9","102","103.5","83.9","Sepia officinalis","Common cuttlefish","Sepia común","Seiche commune"
"CTC","27.9.a","TLW","ES","1062.68","895.63","1219.69","1210.9","939.22","835.75","1050.87","982.7","931.44","1469.54","966.88","1030.8","1177.1","947.3","1358","1154.9","1259.6","Sepia officinalis","Common cuttlefish","Sepia común","Seiche commune"
"CTG","27.8.c","TLW","ES","9.69","7.72","9.59","7.86","8.12","33.7","36.81","66.63","54.34","58.84","65.56","55.35","36.8","33.1","9","9.4","23.4","Ruditapes decussatus","Grooved carpet shell","Almeja fina","Palourde croisée d'Europe"
"CTG","27.9.a","TLW","ES","71.9","60.04","58.19","66.62","93.7","280","317.64","415.18","521.27","575.53","668.43","719.55","767","786.6","266","197","129.4","Ruditapes decussatus","Grooved carpet shell","Almeja fina","Palourde croisée d'Europe"
"CTL","27.8.c","TLW","ES","0.71","2.37","3.84","2.66","3.5","4.09","4.8","2.73","1.36","3.48","4.17","4.3","3.5","1.5","2","1.3","0.6","Sepiidae, Sepiolidae","Cuttlefish, bobtail squids nei","Sepias,choquitos,globitos nep","Seiches, sépioles nca"
"CTL","27.9.a","TLW","ES","8.55","12.85","16.76","16.76","12.55","12.08","32.29","21.16","20.82","38.69","56.07","42.58","37.6","41.3","31","31.3","28.1","Sepiidae, Sepiolidae","Cuttlefish, bobtail squids nei","Sepias,choquitos,globitos nep","Seiches, sépioles nca"
"CTS","27.8.c","TLW","ES","0","0","11.7","18.13","43.03","113.61","155.63","238.64","275.01","266.75","180.09","108.25","81.5","122.2","104","73.1","125","Venerupis pullastra","Pullet carpet shell","Almeja babosa","Palourde bleue"
"CTS","27.9.a","TLW","ES","0","0","196.21","485.69","612.03","696.59","661.06","599.74","661.51","679.52","802.87","1073.14","1102.7","1049.3","668","561.7","383.9","Venerupis pullastra","Pullet carpet shell","Almeja babosa","Palourde bleue"
"CTZ","27.8.c","TLW","ES","1.49","2.51","1.6","1.47","0.45","0.05","0.14","1.81","1.94","3.32","0","0","0","0","0","0","0","Chelidonichthys lastoviza","Streaked gurnard",NA,NA
"CTZ","27.9.a","TLW","ES","2.4","2.46","3.51","6.62","4.59","9.18","8.73","9.25","18.47","18.32","0","0","0","0","0","0","0","Chelidonichthys lastoviza","Streaked gurnard",NA,NA
"CUT","27.8.c","TLW","ES","0.1","0.62","0.05","0.14","0.99","0.46","0.59","1.65","0.05","0.31","11.07","11.16","0.3","1.3","0","0","0","Trichiuridae","Hairtails, scabbardfishes nei","Peces sable, cintos nep","Poissons-sabres, sabres nca"
"CUT","27.9.a","TLW","ES","3.43","3.32","3.22","1.16","0.41","0.2","0.08","0.02","0.03","0","0.01","0.04","37.1","53.6","130","115","67.3","Trichiuridae","Hairtails, scabbardfishes nei","Peces sable, cintos nep","Poissons-sabres, sabres nca"
"CUX","27.8.c","TLW","ES","24.04","41.97","41","50.61","70.13","62.55","0.98","0.02","0.02","0","0.02","0.15","0","0","0","0","0.1","Holothuroidea","Sea cucumbers nei","Cohombros de mar nep","Bèches-de-mer nca"
"CUX","27.9.a","TLW","ES","0.05","0.02","1.12","2.32","1.04","4.18","18.14","0.83","0","0.02","0","0.1","0","0","0.01","0","0","Holothuroidea","Sea cucumbers nei","Cohombros de mar nep","Bèches-de-mer nca"
"CVJ","27.8.c","TLW","ES","0.47","0.06","0","0.04","0.53","4.39","5.02","1.01","39.71","30.96","0","0","0","0","0","0","0","Caranx hippos","Crevalle jack","Jurel común","Carangue crevalle"
"CVJ","27.9.a","TLW","ES","0.13","0.4","0.66","9.91","13.24","38.37","21.22","33.73","11.29","2.8","0","0","0","0","0","0","0","Caranx hippos","Crevalle jack","Jurel común","Carangue crevalle"
"CYO","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","28","21.1","67.2","Centroscymnus coelolepis","Portuguese dogfish","Pailona","Pailona commun"
"CYO","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2.5","25.9","Centroscymnus coelolepis","Portuguese dogfish","Pailona","Pailona commun"
"CYP","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0.16","0.09","0","0","0","0","0","0","0","Centroscymnus crepidater","Longnose velvet dogfish","Sapata negra","Pailona à long nez"
"DAB","27.8.c","TLW","ES","0","0.01","0.01","0","0","0.11","0.06","0.03","0","0.11","0.21","0.01","0","0","0.01","0","0","Limanda limanda","Common dab","Lenguadina","Limande"
"DAB","27.9.a","TLW","ES","0","0.12","0.56","0.03","0.01","0.01","0.01","0","0","0.02","0.01","0","0","0","1","0","0","Limanda limanda","Common dab","Lenguadina","Limande"
"DBA","27.9.a","TLW","ES","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dibranchus atlanticus",NA,NA,NA
