"FAOcode","year","catch_tonnes","Galician_name","total_kg","total_euros","scientificname","English_name","Family","Order.or.higher.taxa","source","kingdom","phylum","class","order","family","genus","AphiaID"
"QUB",2022,49.7003,"Galludo",49700.3,355657.92,"Squalus blainville","Longnose spurdog","SQUALIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus",105924
"DPS",2022,0.00075,"Gamba branca",0.75,9.39,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Parapenaeus",107109
"ARA",2022,0.03275,"Gamba rosada",32.75,492.48,"Aristeus antennatus","Blue and red shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristeus",107083
"ARS",2022,0.4553,"Gamba vermella",455.3,8523.82,"Aristaeomorpha foliacea","Giant red shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristaeomorpha",158326
"ETX",2022,0.0415,"Gata común",41.5,132,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus",105913
"UBI",2022,2.8392,"Gavilán",2839.2,252381.349,"Scoletoma impatiens","","LUMBRINERIDAE","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Scoletoma",130263
"UDP",2022,373.8465,"Golfo",373846.5,324234.55,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria",145721
"KCB",2022,0.20375,"Jaiba de roca dientuda",203.75,1222.5,"Cancer bellianus","Toothed rock crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer",107275
"SLO",2022,0.7383,"Lagosta",738.3,13896.225,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Palinurus",107703
"LAU",2022,6.0668,"Lamprea de mar",6066.8,171749.58,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES","pesca_galicia","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon",101174
"QTV",2022,0.1372,"Lapa común",137.2,493.92,"Patella vulgata","Limpet","PATELLIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella",140685
"SOL",2022,165.68827,"Linguado",165688.27,2972948.475,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea",127160
"SOS",2022,26.99984,"Linguado de area",26999.84,227099.821,"Pegusa lascaris","Sand sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Pegusa",127156
"OAL",2022,2.88295,"Linguado de pintas",2882.95,53124.323,"Solea senegalensis","Senegalese sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea",127159
"WHB",2022,21418.12872,"Lirio",21418128.72,15125513.184,"Micromesistius poutassou","Blue whiting(=Poutassou)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Micromesistius",126439
"MKG",2022,31.152093,"Lirpia raiada",31152.093,127115.333,"Microchirus variegatus","Thickback sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Microchirus",274304
"EQI",2022,57.88375,"Longueirón",57883.75,531238.733,"Ensis siliqua","Sword razor shell","PHARIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis",140735
"RAE",2022,29.6026,"Longueirón vello",29602.6,239937.56,"Solen marginatus","European razor clam","SOLENIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Solenidae","Solen",413641
"GOB",2022,9.95485,"Lorchos",9954.85,20024.696,"Gobius spp","Atlantic gobies NEI","GOBIIDAE","GOBIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gobius",125988
"LBE",2022,22.69675,"Lumbrigante",22696.75,731215.786,"Homarus gammarus","European lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",107253
"SQR",2022,275.7852,"Lura",275785.2,3160894.875,"Loligo vulgaris","European squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo",140271
"SQF",2022,0.2054,"Lura colorada",205.4,3391.8,"Loligo forbesii","Veined squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo",140270
"LCM",2022,1.5728,"Madrela",1572.8,12794.04,"Ciliata mustela","Fivebeard rockling","GAIDROPSARIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Ciliata",126448
"USB",2022,259.78713,"Maragota",259787.13,679654.661999999,"Labrus bergylta","Ballan wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus",126965
"WHM",2022,0.037,"Marlín branco",37,68.45,"Kajikia albida","Atlantic white marlin","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Kajikia",712906
"SMA",2022,2.1904,"Marraxo azul",2190.4,8610.605,"Isurus oxyrinchus","Shortfin mako","LAMNIDAE","LAMNIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Isurus",105839
"LIN",2022,72.2675,"Maruca",72267.5,145967.77,"Molva molva","Ling","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva",126461
"SLI",2022,0.086,"Maruca do Mediterráneo",86,145.55,"Molva macrophthalma","Spanish ling","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva",126460
"DGS",2022,0.0198,"Melga",19.8,59.4,"Squalus acanthias","Picked dogfish","SQUALIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus",105923
"SYC",2022,398.2962,"Melgacho",398296.2,183917.988,"Scyliorhinus canicula","Small-spotted catshark","SCYLIORHINIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus",105814
"BLT",2022,0.205,"Melva",205,205.27,"Auxis rochei","Bullet tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis",127015
"FRZ",2022,1.9208,"Melvas",1920.8,1830.54,"Auxis thazard, A. rochei","Frigate and bullet tunas","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis",126057
"LEM",2022,191.7632,"Mendo limón",191763.2,479102.28,"Microstomus kitt","Lemon sole","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus",127140
"WHG",2022,0.86925,"Merlán",869.25,1484.15,"Merlangius merlangus","Whiting","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Merlangius",126438
"WRF",2022,22.43555,"Mero",22435.55,612668.81,"Polyprion americanus","Wreckfish","POLYPRIONIDAE","ACROPOMATIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Acropomatiformes","Polyprionidae","Polyprion",126998
"EPK",2022,0.1432,"Mero dourado",143.2,544.76,"Epinephelus costae","Goldblotch grouper","EPINEPHELIDAE","PERCIFORMES (PERCOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Epinephelidae","Epinephelus",127034
"EFJ",2022,0.1382,"Mero xigante",138.2,1242.636,"Epinephelus caninus","Dogtooth grouper","EPINEPHELIDAE","PERCIFORMES (PERCOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Epinephelidae","Epinephelus",127033
"ARM",2022,0.78056,"Miñoca de area",780.56,19519.913,"Arenicola marina","Lugworm","ARENICOLIDAE","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta",NA,"Arenicolidae","Arenicola",129868
"DIN",2022,1.592585,"Miñoca de tubo",1592.585,40979.744,"Diopatra neapolitana","","ONUPHIDAE","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","Diopatra",130460
"MMH",2022,0.12525,"Morea",125.25,103.61,"Muraena helena","Mediterranean moray","MURAENIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena",126303
"MGC",2022,4.6598,"Muxo beizos finos",4659.8,9109.09,"Chelon ramada","Thinlip grey mullet","MUGILIDAE","MUGILIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon",1042830
"MUF",2022,27.18715,"Muxo cabezudo",27187.15,44995.12,"Mugil cephalus","Flathead grey mullet","MUGILIDAE","MUGILIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil",126983
"MGA",2022,0.63615,"Muxo dourado",636.15,814.068,"Chelon auratus","Golden grey mullet","MUGILIDAE","MUGILIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon",1044127
"MLR",2022,1.3184,"Muxo negro",1318.4,1328.56,"Chelon labrosus","Thicklip grey mullet","MUGILIDAE","MUGILIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon",126977
"LZS",2022,9.33555,"Muxo saltón gris",9335.55,13922.8,"Chelon saliens","Leaping mullet","MUGILIDAE","MUGILIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon",1042832
"MGS",2022,0.0028,"Muxos",2.8,1.5,"Mugil spp","","MUGILIDAE","MUGILIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil",126032
"EQK",2022,542.05943,"Navalla",542059.43,7173765.22199999,"Ensis magnus","Arched razor shell","PHARIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis",160539
"LIO",2022,106.12645,"Nécora",106126.45,2004236.596,"Necora puber","Velvet swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora",107398
"POI",2022,2.0274,"Obispo",2027.4,4628.13,"Pontinus kuhlii","Offshore rockfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pontinus",127240
"GHA",2022,23.0263,"Olayo Atlántico",23026.3,4677.49,"Galeus atlanticus","Atlantic sawtail catshark","PENTANCHIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus",105811
"SBR",2022,57.56929,"Ollomol",57569.29,1488471.172,"Pagellus bogaraveo","Blackspot seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127059
"NOW",2022,19.93,"Ortiguilla de mar",19930,257745.371,"Anemonia sulcata","Snakelocks anemone","ACTINIIDAE","CNIDARIA (ANTHOZOA) HEXACORALLIA","pesca_galicia","Animalia","Cnidaria","Hexacorallia","Actiniaria","Actiniidae","Anemonia",231858
"OYF",2022,92.848545,"Ostra",92848.545,557750.03,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYG",2022,253.52849,"Ostra rizada",253528.49,269500.409,"Magallana gigas","Pacific cupped oyster","OSTREIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana",836033
"URM",2022,655.8248,"Ourizo",655824.8,7481715.774,"Paracentrotus lividus","Stony sea urchin","PARECHINIDAE","ECHINODERMATA (ECHINOIDEA)","pesca_galicia","Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Paracentrotus",124316
"MS-",2022,19.89,"Outras",19890,19413,"Unidentified spp",NA,NA,NA,"pesca_galicia",NA,NA,NA,NA,NA,NA,NA
"LI0",2022,0.0025,"Ovas de Maruca",2.5,7,"Fish Roe (Molva molva)",NA,NA,NA,"pesca_galicia","Animalia","Chordata",NA,NA,NA,NA,NA
"PO0",2022,0.003,"Ovas de abadexo",3,7.59,"Fish Roe (Pollachius pollachius)",NA,NA,NA,"pesca_galicia","Animalia","Chordata",NA,NA,NA,NA,NA
"HK0",2022,145.01172,"Ovas de pescada",145011.72,654789.595,"Fish Roe (Merluccius merluccius)",NA,NA,NA,"pesca_galicia","Animalia","Chordata",NA,NA,NA,NA,NA
"BLB",2022,0.0114,"Pampo azul",11.4,50.9,"Stromateus fiatola","Blue butterfish","STROMATEIDAE","SCOMBRIFORMES (STROMATEOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Stromateidae","Stromateus",127076
"SBA",2022,102.02888,"Pancho bicudo",102028.88,488023.77,"Pagellus acarne","Axillary seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127057
"QPH",2022,28.48,"Patexo",28480,2994.76,"Polybius henslowii","Henslow’s swimming crab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",107399
"WEG",2022,1.72335,"Peixe araña",1723.35,1936.98,"Trachinus draco","Greater weever","TRACHINIDAE","PERCIFORMES (PERCOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Trachinidae","Trachinus",127082
"CBC",2022,6.934,"Peixe cinta",6934,15078.95,"Cepola macrophthalma","Red bandfish","CEPOLIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Cepolidae","Cepola",126835
"SWO",2022,797.20755,"Peixe espada",797207.55,5934366.15,"Xiphias gladius","Swordfish","XIPHIIDAE","CARANGIFORMES (MENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Xiphiidae","Xiphias",127094
"AMB",2022,0.01225,"Peixe limón",12.25,47.675,"Seriola dumerili","Greater amberjack","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Seriola",126816
"CEO",2022,0.018,"Peixe negro",18,9,"Centrolophus niger","Rudderfish","CENTROLOPHIDAE","SCOMBRIFORMES (STROMATEOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Centrolophidae","Centrolophus",126831
"BLI",2022,50.73704,"Peixe pau",50737.04,124868.52,"Molva dypterygia","Blue ling","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva",126459
"TRG",2022,9.30681,"Peixe porco",9306.81,34172.279,"Balistes capriscus","Grey triggerfish","BALISTIDAE","TETRAODONTIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes",154721
"LHT",2022,5.677,"Peixe sabre",5677,19713.37,"Trichiurus lepturus","Largehead hairtail","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Trichiurus",127089
"BDL",2022,1.5926,"Peixe sabre alongado",1592.6,6297.84,"Benthodesmus elongatus","Elongate frostfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus",127086
"BSF",2022,40.13247,"Peixe sabre negro",40132.47,150794.28,"Aphanopus carbo","Black scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Aphanopus",127085
"SFS",2022,8.06383,"Peixe sabre prateado",8063.83,36679.51,"Lepidopus caudatus","Silver scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Lepidopus",127088
"ANK",2022,4684.419045,"Peixe sapo",4684419.045,25339320.773,"Lophius budegassa","Blackbellied angler","LOPHIIDAE","LOPHIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius",126554
"BOC",2022,0.094,"Peixe xabaril",94,12.8,"Capros aper","Boarfish","CAPROIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Acanthuriformes","Caproidae","Capros",127419
"AVX",2022,0.1076,"Pejerreyes",107.6,171.57,"Atherina spp","Sand smelts NEI","ATHERINIDAE","ATHERINIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherina",125659
"HLT",2022,0.9385,"Peneira",938.5,21947.88,"Haliotis tuberculata","Tuberculate abalone","HALIOTIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis",140059
"PCB",2022,242.793394,"Percebe",242793.394,8311062.24700001,"Pollicipes pollicipes","Barnacle","POLLICIPEDIDAE","CIRRIPEDIA (THORACICA)","pesca_galicia","Animalia","Arthropoda","Thecostraca","Pollicipedomorpha","Pollicipedidae","Pollicipes",106177
"HKE",2022,21963.335108,"Pescada",21963335.108,98338072.0620001,"Merluccius merluccius","European hake","MERLUCCIIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius",126484
"ATP",2022,53.6525,"Piarda común",53652.5,121160.079,"Atherina presbyter","Sand smelt","ATHERINIDAE","ATHERINIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherina",272030
"ARY",2022,2.0066,"Pión de altura",2006.6,4881.68,"Argentina sphyraena","Argentine","ARGENTINIDAE","ARGENTINIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Argentiniformes","Argentinidae","Argentina",126716
"OCC",2022,2260.84319,"Polbo",2260843.19,20741649.801,"Octopus vulgaris","Common octopus","OCTOPODIDAE","CEPHALOPODA (OCTOPODS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus",140605
"EOI",2022,469.10525,"Polbo cabezón",469105.25,1249541.875,"Eledone cirrhosa","Horned octopus","ELEDONIDAE","CEPHALOPODA (OCTOPODS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Octopoda","Eledonidae","Eledone",140600
"SQM",2022,359.6101,"Pota común",359610.1,539925.883,"Illex coindetii","Broadtail shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Illex",140621
"TDQ",2022,762.25805,"Pota pequena",762258.05,1051535.83,"Todaropsis eblanae","Lesser flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis",140625
"SQI",2022,10308.45047,"Pota voadora",10308450.47,14680187.804,"Illex illecebrosus","Northern shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Illex",748978
"SQE",2022,3.0785,"Potón común",3078.5,10049.69,"Todarodes sagittatus","European flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes",140624
"RPG",2022,16.418875,"Prago",16418.875,259200.013,"Pagrus pagrus","Red porgy","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagrus",127063
"OUL",2022,3.43125,"Puntilla común",3431.25,20424.28,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUM",2022,11.75295,"Puntilla pequena",11752.95,76665.643,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"BSH",2022,930.96375,"Quenlla",930963.75,1910737.99,"Prionace glauca","Blue shark","CARCHARHINIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace",105801
"GKL",2022,0.0881,"Rabioso",88.1,79.05,"Glycymeris glycymeris","Common European bittersweet","GLYCYMERIDIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris",140025
"RJH",2022,24.87,"Raia boca de rosa",24870,76310.31,"Raja brachyura","Blonde ray","RAJIDAE","RAJIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja",105882
"RJE",2022,3.3404,"Raia coreada",3340.4,6731.36,"Raja microocellata","Small-eyed ray","RAJIDAE","RAJIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja",105885
"RJC",2022,795.20584,"Raia cravuda",795205.84,1899847.584,"Raja clavata","Thornback ray","RAJIDAE","RAJIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja",105883
