"year","scientificname","commonname","total_catch","total_biomass"
2006,"Molva molva","Ling",36890,28000
2006,"Mullus surmuletus","Striped red mullet",4150,0
2006,"Mustelus spp","Smooth-hound",3040,0
2006,"Nephrops norvegicus","Norway lobster",70677,0
2006,"Pagellus bogaraveo","Red seabream",1715,0
2006,"Pandalus borealis","Northern shrimp",45600,43302.02
2006,"Phycis blennoides","Greater forkbeard",2690,0
2006,"Platichthys flesus","European flounder",16639,0
2006,"Pleuronectes platessa","European Plaice",145566,453126.203
2006,"Pollachius pollachius","European pollack",1950,0
2006,"Pollachius virens","Pollock",409900,1652000
2006,"Pollachius virens","Pollock or saithe",75500,313000
2006,"Raja brachyura","Blonde ray",586,0
2006,"Raja clavata","Thornback skate",569,0
2006,"Raja microocellata","Smalleyed ray",0,0
2006,"Raja montagui","Spotted ray",90.4,0
2006,"Raja undulata","Undulate ray",0,0
2006,"Reinhardtius hippoglossoides","Greenland halibut",21448480,601500
2006,"Salmo trutta","Sea trout",707,0
2006,"Sardina pilchardus","European pilchard",87000,642000
2006,"Sardina pilchardus","Sardine",35100,0
2006,"Scomber scombrus","Mackerel",481000,3320000
2006,"Scophthalmus maximus","Turbot",121,0
2006,"Scophthalmus rhombus","Brill",56,0
2006,"Scyliorhinus canicula","Lesser spotted dogfish",8184,0
2006,"Sebastes mentella","Beaked Redfish",100402,0.72
2006,"Sebastes mentella","Deepwater Redfish",33300,1070000
2006,"Sebastes norvegicus","Golden Redfish",49590,434900
2006,"Sebastes spp","Redfish species",7656,740000
2006,"Solea solea","Common sole",25290,93570
2006,"Sprattus sprattus","Sprat",443170,2780000
2006,"Squalus acanthias","Spurdog",4110,38900
2006,"Squatina squatina","Angel shark",0,0
2006,"Trachurus picturatus","Blue jack mackerel",2160,0
2006,"Trachurus trachurus","Horse mackerel",214200,1820000
2006,"Trisopterus esmarkii","Norway pout",46632,188000
2006,"Urophycis tenuis","White hake",2690,0
2007,"Amblyraja radiata","Starry ray",0,0
2007,"Amblyraja radiata","Thorny skate",8050,0
2007,"Ammodytes spp","Sand eel",228822,1005000
2007,"Aphanopus carbo","Black scabbardfish",6.68,0
2007,"Argentina silus","Greater silver smelt",42566,0
2007,"Beryx spp","Beryx spp",396,0
2007,"Brosme brosme","Tusk",25678,38800
2007,"Capros aper","Boarfish",21600,0.887
2007,"Centrophorus squamosus","Leafscale gulper shark",2020,0
2007,"Cetorhinus maximus","Basking shark",38,0
2007,"Chelidonichthys cuculus","Red gurnard",5170,0
2007,"Clupea harengus","Herring",2219870,17410400
2007,"Coryphaenoides rupestris","Roundnose grenadier",8141,0
2007,"Dalatias licha","Kitefin shark",14,0
2007,"Dicentrarchus labrax","European seabass",3685,29300
2007,"Engraulis encrasicolus","Anchovy",6450,31400
2007,"Eutrigla gurnardus","Grey gurnard",0,0
2007,"Gadus morhua","Atlantic Cod",4830,10400
2007,"Gadus morhua","Atlantic cod",848871,3184540.807
2007,"Galeorhinus galeus","Tope shark",601,0
2007,"Galeus melastomus","Blackmouth dogfish",1190.35,0
2007,"Glyptocephalus cynoglossus","Witch flounder",2240,0
2007,"Hippoglossoides platessoides","American Plaice",0,52390
2007,"Hoplostethus atlanticus","Orange roughy",257,0
2007,"Lamna nasus","Porbeagle shark",431,0
2007,"Lepidorhombus boscii","Fourspotted megrim",1400,5460
2007,"Lepidorhombus spp","Megrim spp",294,0
2007,"Lepidorhombus spp","Megrim spp.",2860,0
2007,"Lepidorhombus whiffiagonis","Megrim",16255,63957
2007,"Leucoraja naevus","Cuckoo ray",78.8,0
2007,"Limanda ferruginea","Yellowtail Flounder",4620,120000
2007,"Limanda limanda","Dab",44700,0.813
2007,"Lophius budegassa","Black bellied angler",8330,0
2007,"Lophius piscatorius","White anglerfish",34380,87980
2007,"Macrourus berglax","Roughhead grenadier",1670,0
2007,"Mallotus villosus","Capelin",207000,2120000
2007,"Melanogrammus aeglefinus","Haddock",368750,1665100
2007,"Merlangius merlangus","Whiting",50202,523420
2007,"Merluccius merluccius","Hake",64600,83300
2007,"Micromesistius poutassou","Blue whiting",1610000,5670000
2007,"Microstomus kitt","Lemon sole",0,0
2007,"Molva dypterygia","Blue ling",8439,0
2007,"Molva molva","Ling",36550,30900
2007,"Mullus surmuletus","Striped red mullet",7560,0
2007,"Mustelus spp","Smooth-hound",3310,0
2007,"Nephrops norvegicus","Norway lobster",79905,0
2007,"Pagellus bogaraveo","Red seabream",2076,0
2007,"Pandalus borealis","Northern shrimp",45100,46301.87
2007,"Phycis blennoides","Greater forkbeard",2950,0
2007,"Platichthys flesus","European flounder",19353,0
2007,"Pleuronectes platessa","European Plaice",115669,461021.017
2007,"Pollachius pollachius","European pollack",1710,0
2007,"Pollachius virens","Pollock",371800,1511000
2007,"Pollachius virens","Pollock or saithe",64300,284000
2007,"Raja brachyura","Blonde ray",459,0
2007,"Raja clavata","Thornback skate",472,0
2007,"Raja microocellata","Smalleyed ray",0,0
2007,"Raja montagui","Spotted ray",119,0
2007,"Raja undulata","Undulate ray",0,0
2007,"Reinhardtius hippoglossoides","Greenland halibut",21020840,539000
2007,"Salmo trutta","Sea trout",678,0
2007,"Sardina pilchardus","European pilchard",96500,506000
2007,"Sardina pilchardus","Sardine",29900,0
2007,"Scomber scombrus","Mackerel",586000,3610000
2007,"Scophthalmus maximus","Turbot",173,0
2007,"Scophthalmus rhombus","Brill",55.8,0
2007,"Scyliorhinus canicula","Lesser spotted dogfish",8853,0
2007,"Sebastes mentella","Beaked Redfish",82256,0.67
2007,"Sebastes mentella","Deepwater Redfish",20200,1030000
2007,"Sebastes norvegicus","Golden Redfish",46470,446600
2007,"Sebastes spp","Redfish species",8320,648000
2007,"Solea solea","Common sole",27267,91910
2007,"Sprattus sprattus","Sprat",495270,2725000
2007,"Squalus acanthias","Spurdog",2930,39800
2007,"Squatina squatina","Angel shark",0.5,0
2007,"Trachurus picturatus","Blue jack mackerel",2260,0
2007,"Trachurus trachurus","Horse mackerel",187000,1770000
2007,"Trisopterus esmarkii","Norway pout",5800,175000
2007,"Urophycis tenuis","White hake",1980,0
2008,"Amblyraja radiata","Starry ray",0,0
2008,"Amblyraja radiata","Thorny skate",8510,0
2008,"Ammodytes spp","Sand eel",344972,1493000
2008,"Aphanopus carbo","Black scabbardfish",8.25,0
2008,"Argentina silus","Greater silver smelt",42300,0
2008,"Beryx spp","Beryx spp",407,0
2008,"Brosme brosme","Tusk",28293,40000
2008,"Capros aper","Boarfish",34800,1.07
2008,"Centrophorus squamosus","Leafscale gulper shark",1390,0
2008,"Cetorhinus maximus","Basking shark",7,0
2008,"Chelidonichthys cuculus","Red gurnard",4770,0
2008,"Clupea harengus","Herring",2309770,17879800
2008,"Coryphaenoides rupestris","Roundnose grenadier",7329,0
2008,"Dalatias licha","Kitefin shark",11,0
2008,"Dicentrarchus labrax","European seabass",3369,29500
2008,"Engraulis encrasicolus","Anchovy",3510,24900
2008,"Eutrigla gurnardus","Grey gurnard",0,0
2008,"Gadus morhua","Atlantic Cod",3960,9020
2008,"Gadus morhua","Atlantic cod",795895,3953090.443
2008,"Galeorhinus galeus","Tope shark",621,0
2008,"Galeus melastomus","Blackmouth dogfish",365.056,0
2008,"Glyptocephalus cynoglossus","Witch flounder",1950,0
2008,"Hoplostethus atlanticus","Orange roughy",198,0
2008,"Lamna nasus","Porbeagle shark",313,0
2008,"Lepidorhombus boscii","Fourspotted megrim",1180,5990
2008,"Lepidorhombus spp","Megrim spp",294,0
2008,"Lepidorhombus spp","Megrim spp.",3500,0
2008,"Lepidorhombus whiffiagonis","Megrim",14044,67716
2008,"Leucoraja naevus","Cuckoo ray",49.8,0
2008,"Limanda ferruginea","Yellowtail Flounder",11400,126000
2008,"Limanda limanda","Dab",37650,0.773
2008,"Lophius budegassa","Black bellied angler",9937,0
2008,"Lophius piscatorius","White anglerfish",30370,87770
2008,"Macrourus berglax","Roughhead grenadier",262,0
2008,"Mallotus villosus","Capelin",27000,4430000
2008,"Melanogrammus aeglefinus","Haddock",340582,1847530
2008,"Merlangius merlangus","Whiting",41025,373720
2008,"Merluccius merluccius","Hake",70100,101600
2008,"Micromesistius poutassou","Blue whiting",1250000,4380000
2008,"Microstomus kitt","Lemon sole",0,0
2008,"Molva dypterygia","Blue ling",9059,0
2008,"Molva molva","Ling",40330,34600
2008,"Mullus surmuletus","Striped red mullet",4380,0
2008,"Mustelus spp","Smooth-hound",3820,0
2008,"Nephrops norvegicus","Norway lobster",74237.4,0
2008,"Pagellus bogaraveo","Red seabream",1927,0
2008,"Pandalus borealis","Northern shrimp",43800,44001.93
2008,"Phycis blennoides","Greater forkbeard",2040,0
2008,"Platichthys flesus","European flounder",16799,0
2008,"Pleuronectes platessa","European Plaice",118236,556391.1
2008,"Pollachius pollachius","European pollack",1400,0
2008,"Pollachius virens","Pollock",372000,1332000
2008,"Pollachius virens","Pollock or saithe",69400,254000
2008,"Raja brachyura","Blonde ray",193,0
2008,"Raja clavata","Thornback skate",745,0
2008,"Raja microocellata","Smalleyed ray",0,0
2008,"Raja montagui","Spotted ray",144,0
2008,"Raja undulata","Undulate ray",0,0
2008,"Reinhardtius hippoglossoides","Greenland halibut",22218660,564000
2008,"Salmo trutta","Sea trout",328,0
2008,"Sardina pilchardus","European pilchard",101000,391000
2008,"Sardina pilchardus","Sardine",37000,0
2008,"Scomber scombrus","Mackerel",623000,4230000
2008,"Scophthalmus maximus","Turbot",143,0
2008,"Scophthalmus rhombus","Brill",105,0
2008,"Scyliorhinus canicula","Lesser spotted dogfish",8940,0
2008,"Sebastes mentella","Beaked Redfish",56252,0.64
2008,"Sebastes mentella","Deepwater Redfish",13100,1040000
2008,"Sebastes norvegicus","Golden Redfish",52800,466700
2008,"Sebastes spp","Redfish species",9067,575000
2008,"Solea solea","Common sole",26252,97360
2008,"Sprattus sprattus","Sprat",459450,3420000
2008,"Squalus acanthias","Spurdog",1840,40900
2008,"Squatina squatina","Angel shark",0,0
2008,"Trachurus picturatus","Blue jack mackerel",1940,0
2008,"Trachurus trachurus","Horse mackerel",201700,1720000
2008,"Trisopterus esmarkii","Norway pout",34800,241000
2008,"Urophycis tenuis","White hake",1540,0
2009,"Amblyraja radiata","Starry ray",0,0
2009,"Amblyraja radiata","Thorny skate",6370,0
2009,"Ammodytes spp","Sand eel",333220,1055000
2009,"Aphanopus carbo","Black scabbardfish",6.96,0
2009,"Argentina silus","Greater silver smelt",45222,0
2009,"Beryx spp","Beryx spp",383,0
2009,"Brosme brosme","Tusk",25644,40200
2009,"Capros aper","Boarfish",90400,1.06
2009,"Centrophorus squamosus","Leafscale gulper shark",220,0
2009,"Cetorhinus maximus","Basking shark",0.5,0
2009,"Chelidonichthys cuculus","Red gurnard",4110,0
2009,"Clupea harengus","Herring",2266640,17684600
2009,"Coryphaenoides rupestris","Roundnose grenadier",9444,0
2009,"Dalatias licha","Kitefin shark",7,0
2009,"Dicentrarchus labrax","European seabass",6976,29000
2009,"Engraulis encrasicolus","Anchovy",3010,21000
2009,"Eutrigla gurnardus","Grey gurnard",0,0
2009,"Gadus morhua","Atlantic Cod",3290,9230
2009,"Gadus morhua","Atlantic cod",882121.2,4880700.228
2009,"Galeorhinus galeus","Tope shark",650,0
2009,"Galeus melastomus","Blackmouth dogfish",997,0
2009,"Glyptocephalus cynoglossus","Witch flounder",1820,0
2009,"Hoplostethus atlanticus","Orange roughy",85,0
2009,"Lamna nasus","Porbeagle shark",333,0
2009,"Lepidorhombus boscii","Fourspotted megrim",1410,5960
2009,"Lepidorhombus spp","Megrim spp",226,0
2009,"Lepidorhombus spp","Megrim spp.",3450,0
2009,"Lepidorhombus whiffiagonis","Megrim",18395,81008
2009,"Leucoraja circularis","Sandy ray",77.9,0
2009,"Leucoraja fullonica","Shagreen ray",250,0
2009,"Leucoraja naevus","Cuckoo ray",4487.8,0
2009,"Limanda ferruginea","Yellowtail Flounder",6170,120000
2009,"Limanda limanda","Dab",41770,0.818
2009,"Lophius budegassa","Black bellied angler",11174,0
2009,"Lophius piscatorius","White anglerfish",26210,81830
2009,"Macrourus berglax","Roughhead grenadier",274,0
2009,"Mallotus villosus","Capelin",458000,3770000
2009,"Melanogrammus aeglefinus","Haddock",359958,2492200
2009,"Merlangius merlangus","Whiting",43101,459010
2009,"Merluccius merluccius","Hake",90900,151000
2009,"Micromesistius poutassou","Blue whiting",635000,3440000
2009,"Microstomus kitt","Lemon sole",0,0
2009,"Molva dypterygia","Blue ling",9237,0
2009,"Molva molva","Ling",38400,37700
2009,"Mullus surmuletus","Striped red mullet",4030,0
2009,"Mustelus spp","Smooth-hound",3630,0
2009,"Nephrops norvegicus","Norway lobster",71541.4,0
2009,"Pagellus bogaraveo","Red seabream",2060,0
2009,"Pandalus borealis","Northern shrimp",39400,34202.04
2009,"Phycis blennoides","Greater forkbeard",1310,0
2009,"Platichthys flesus","European flounder",15032,0
2009,"Pleuronectes platessa","European Plaice",120857,655971.256
2009,"Pollachius pollachius","European pollack",1950,0
2009,"Pollachius virens","Pollock",337900,1203000
2009,"Pollachius virens","Pollock or saithe",60300,228000
2009,"Raja brachyura","Blonde ray",906.4,0
2009,"Raja clavata","Thornback skate",3258,0
2009,"Raja microocellata","Smalleyed ray",193.4,0
2009,"Raja montagui","Spotted ray",1571.3,0
2009,"Raja undulata","Undulate ray",60.4,0
2009,"Reinhardtius hippoglossoides","Greenland halibut",27318740,597000
2009,"Salmo trutta","Sea trout",530,0
2009,"Sardina pilchardus","European pilchard",87700,293000
2009,"Sardina pilchardus","Sardine",31000,0
2009,"Scomber scombrus","Mackerel",738000,4540000
2009,"Scophthalmus maximus","Turbot",120,0
2009,"Scophthalmus rhombus","Brill",91.7,0
2009,"Scyliorhinus canicula","Lesser spotted dogfish",8745,0
2009,"Sebastes mentella","Beaked Redfish",77075,0.63
2009,"Sebastes mentella","Deepwater Redfish",10200,1070000
2009,"Sebastes norvegicus","Golden Redfish",45590,494800
2009,"Sebastes spp","Redfish species",12350,286000
2009,"Solea solea","Common sole",25371,99570
2009,"Sprattus sprattus","Sprat",585830,3420000
2009,"Squalus acanthias","Spurdog",2640,42300
2009,"Squatina squatina","Angel shark",0.9,0
2009,"Trachurus picturatus","Blue jack mackerel",1740,0
2009,"Trachurus trachurus","Horse mackerel",256600,1670000
2009,"Trisopterus esmarkii","Norway pout",45800,391000
2009,"Urophycis tenuis","White hake",843,0
2010,"Amblyraja radiata","Starry ray",0,0
2010,"Amblyraja radiata","Thorny skate",5710,0
2010,"Ammodytes spp","Sand eel",414032,2599000
2010,"Aphanopus carbo","Black scabbardfish",7.01,0
2010,"Argentina silus","Greater silver smelt",51125,0
2010,"Beryx spp","Beryx spp",291,0
2010,"Brosme brosme","Tusk",30239,40100
2010,"Capros aper","Boarfish",144000,1.7
2010,"Centrophorus squamosus","Leafscale gulper shark",71,0
2010,"Cetorhinus maximus","Basking shark",0,0
2010,"Chelidonichthys cuculus","Red gurnard",4400,0
2010,"Clupea harengus","Herring",2036660,16764500
2010,"Coryphaenoides rupestris","Roundnose grenadier",7172,0
2010,"Dalatias licha","Kitefin shark",2,0
2010,"Dicentrarchus labrax","European seabass",7763,28000
2010,"Engraulis encrasicolus","Anchovy",13510,50300
2010,"Eutrigla gurnardus","Grey gurnard",0,0
2010,"Gadus morhua","Atlantic Cod",3230,17800
2010,"Gadus morhua","Atlantic cod",960553,5319990.241
2010,"Galeorhinus galeus","Tope shark",564,0
2010,"Galeus melastomus","Blackmouth dogfish",1340.44,0
2010,"Glyptocephalus cynoglossus","Witch flounder",1490,0
2010,"Hoplostethus atlanticus","Orange roughy",94,0
2010,"Lamna nasus","Porbeagle shark",20,0
2010,"Lepidorhombus boscii","Fourspotted megrim",1560,6400
2010,"Lepidorhombus spp","Megrim spp",139,0
2010,"Lepidorhombus spp","Megrim spp.",3810,0
2010,"Lepidorhombus whiffiagonis","Megrim",20488,71806
2010,"Leucoraja circularis","Sandy ray",51.5,0
2010,"Leucoraja fullonica","Shagreen ray",301,0
2010,"Leucoraja naevus","Cuckoo ray",4280.1,0
2010,"Limanda ferruginea","Yellowtail Flounder",9380,0
2010,"Limanda limanda","Dab",51840,1
2010,"Lophius budegassa","Black bellied angler",10854,0
2010,"Lophius piscatorius","White anglerfish",26420,81130
2010,"Macrourus berglax","Roughhead grenadier",480,0
2010,"Mallotus villosus","Capelin",714000,3500000
2010,"Melanogrammus aeglefinus","Haddock",395530,2291540
2010,"Merlangius merlangus","Whiting",51174,530820
2010,"Merluccius merluccius","Hake",99100,230300
2010,"Micromesistius poutassou","Blue whiting",540000,3710000
2010,"Microstomus kitt","Lemon sole",0,0
2010,"Molva dypterygia","Blue ling",12338,0
2010,"Molva molva","Ling",42030,42300
2010,"Mullus surmuletus","Striped red mullet",4670,0
2010,"Mustelus spp","Smooth-hound",3660,0
2010,"Nephrops norvegicus","Norway lobster",64997.5,0
2010,"Pagellus bogaraveo","Red seabream",1559,0
2010,"Pandalus borealis","Northern shrimp",33760,23802.06
2010,"Phycis blennoides","Greater forkbeard",1290,0
2010,"Platichthys flesus","European flounder",16157,0
2010,"Pleuronectes platessa","European Plaice",133385,766121.811
2010,"Pollachius pollachius","European pollack",1780,0
2010,"Pollachius virens","Pollock",345900,1220000
2010,"Pollachius virens","Pollock or saithe",53900,229000
2010,"Raja brachyura","Blonde ray",1648.4,0
2010,"Raja clavata","Thornback skate",3638,0
2010,"Raja microocellata","Smalleyed ray",308,0
2010,"Raja montagui","Spotted ray",1874,0
2010,"Raja undulata","Undulate ray",166,0
2010,"Reinhardtius hippoglossoides","Greenland halibut",26021730,630000
2010,"Salmo trutta","Sea trout",568,0
2010,"Sardina pilchardus","European pilchard",89600,245000
2010,"Sardina pilchardus","Sardine",30300,0
2010,"Scomber scombrus","Mackerel",876000,4780000
2010,"Scophthalmus maximus","Turbot",95,0
2010,"Scophthalmus rhombus","Brill",81.7,0
2010,"Scyliorhinus canicula","Lesser spotted dogfish",8398,0
2010,"Sebastes mentella","Beaked Redfish",85710,0.6
2010,"Sebastes mentella","Deepwater Redfish",11900,1040000
2010,"Sebastes norvegicus","Golden Redfish",45380,526200
2010,"Sebastes spp","Redfish species",12620,164000
2010,"Solea solea","Common sole",23505,108470
2010,"Sprattus sprattus","Sprat",486850,3390000
2010,"Squalus acanthias","Spurdog",0,43600
2010,"Squatina squatina","Angel shark",2.1,0
2010,"Trachurus picturatus","Blue jack mackerel",1730,0
2010,"Trachurus trachurus","Horse mackerel",253800,1590000
2010,"Trisopterus esmarkii","Norway pout",131000,551000
2010,"Urophycis tenuis","White hake",650,0
2011,"Amblyraja radiata","Starry ray",0,0
2011,"Amblyraja radiata","Thorny skate",6060,0
2011,"Ammodytes spp","Sand eel",436881,1183000
2011,"Aphanopus carbo","Black scabbardfish",6.56,0
2011,"Argentina silus","Greater silver smelt",44914,0
2011,"Beryx spp","Beryx spp",342,0
2011,"Brosme brosme","Tusk",26110,39100
2011,"Capros aper","Boarfish",37100,1.47
2011,"Centrophorus squamosus","Leafscale gulper shark",2,0
2011,"Cetorhinus maximus","Basking shark",4,0
2011,"Chelidonichthys cuculus","Red gurnard",4170,0
2011,"Clupea harengus","Herring",1583900,15372700
2011,"Coryphaenoides rupestris","Roundnose grenadier",5515,0
2011,"Dalatias licha","Kitefin shark",11,0
2011,"Dicentrarchus labrax","European seabass",7244,25700
2011,"Engraulis encrasicolus","Anchovy",24600,119000
2011,"Eutrigla gurnardus","Grey gurnard",0,0
2011,"Gadus morhua","Atlantic Cod",7960,17100
2011,"Gadus morhua","Atlantic cod",1082184,5597100.304
2011,"Galeorhinus galeus","Tope shark",511,0
2011,"Galeus melastomus","Blackmouth dogfish",771.0457,0
2011,"Glyptocephalus cynoglossus","Witch flounder",1530,0
2011,"Hoplostethus atlanticus","Orange roughy",175,0
2011,"Lamna nasus","Porbeagle shark",17,0
2011,"Lepidorhombus boscii","Fourspotted megrim",1400,6020
2011,"Lepidorhombus spp","Megrim spp",155,0
2011,"Lepidorhombus spp","Megrim spp.",3860,0
2011,"Lepidorhombus whiffiagonis","Megrim",17771,63550
2011,"Leucoraja circularis","Sandy ray",51.5,0
2011,"Leucoraja fullonica","Shagreen ray",283,0
2011,"Leucoraja naevus","Cuckoo ray",4162.7,0
2011,"Limanda ferruginea","Yellowtail Flounder",5230,0
2011,"Limanda limanda","Dab",53170,0.94
2011,"Lophius budegassa","Black bellied angler",11320,0
2011,"Lophius piscatorius","White anglerfish",27560,90250
2011,"Macrourus berglax","Roughhead grenadier",322,0
2011,"Mallotus villosus","Capelin",1107000,3710000
2011,"Melanogrammus aeglefinus","Haddock",442825,2006120
2011,"Merlangius merlangus","Whiting",46802,466320
2011,"Merluccius merluccius","Hake",120000,291600
2011,"Micromesistius poutassou","Blue whiting",104000,4340000
2011,"Microstomus kitt","Lemon sole",0,0
2011,"Molva dypterygia","Blue ling",10238,0
2011,"Molva molva","Ling",37690,47200
2011,"Mullus surmuletus","Striped red mullet",4290,0
2011,"Mustelus spp","Smooth-hound",3710,0
2011,"Nephrops norvegicus","Norway lobster",59243,0
2011,"Pagellus bogaraveo","Red seabream",1270,0
2011,"Pandalus borealis","Northern shrimp",38720,18301.75
2011,"Phycis blennoides","Greater forkbeard",2200,0
2011,"Platichthys flesus","European flounder",15251,0
2011,"Pleuronectes platessa","European Plaice",132505,776542.37
2011,"Pollachius pollachius","European pollack",2010,0
2011,"Pollachius virens","Pollock",288700,1069000
2011,"Pollachius virens","Pollock or saithe",50800,236000
2011,"Raja brachyura","Blonde ray",1847.5,0
2011,"Raja clavata","Thornback skate",4009,0
2011,"Raja microocellata","Smalleyed ray",357.6,0
2011,"Raja montagui","Spotted ray",1894,0
2011,"Raja undulata","Undulate ray",1475,0
2011,"Reinhardtius hippoglossoides","Greenland halibut",26416600,656000
2011,"Salmo trutta","Sea trout",350,0
2011,"Sardina pilchardus","European pilchard",80400,175000
2011,"Sardina pilchardus","Sardine",28830,0
2011,"Scomber scombrus","Mackerel",947000,5460000
2011,"Scophthalmus maximus","Turbot",381,0
2011,"Scophthalmus rhombus","Brill",57,0
2011,"Scyliorhinus canicula","Lesser spotted dogfish",12396,0
2011,"Sebastes mentella","Beaked Redfish",66614,0.57
2011,"Sebastes mentella","Deepwater Redfish",13000,1120000
2011,"Sebastes norvegicus","Golden Redfish",51150,544500
2011,"Sebastes spp","Redfish species",14770,168000
2011,"Solea solea","Common sole",23371,126290
2011,"Sprattus sprattus","Sprat",405580,2660000
2011,"Squalus acanthias","Spurdog",0,44900
2011,"Squatina squatina","Angel shark",0,0
2011,"Trachurus picturatus","Blue jack mackerel",2010,0
2011,"Trachurus trachurus","Horse mackerel",243500,1460000
2011,"Trisopterus esmarkii","Norway pout",6840,209000
2011,"Urophycis tenuis","White hake",363,0
2012,"Amblyraja radiata","Starry ray",0,0
2012,"Amblyraja radiata","Thorny skate",4620,0
2012,"Ammodytes spp","Sand eel",99601,711000
2012,"Aphanopus carbo","Black scabbardfish",7.22,0
2012,"Argentina silus","Greater silver smelt",36826,0
2012,"Beryx spp","Beryx spp",605,0
2012,"Brosme brosme","Tusk",25354,38500
2012,"Capros aper","Boarfish",87400,2
2012,"Centrophorus squamosus","Leafscale gulper shark",52,0
2012,"Cetorhinus maximus","Basking shark",22,0
2012,"Chelidonichthys cuculus","Red gurnard",3770,0
2012,"Clupea harengus","Herring",1679090,15057100
2012,"Coryphaenoides rupestris","Roundnose grenadier",13010,0
2012,"Dalatias licha","Kitefin shark",1,0
2012,"Dicentrarchus labrax","European seabass",7392,23300
2012,"Engraulis encrasicolus","Anchovy",19990,98800
2012,"Eutrigla gurnardus","Grey gurnard",8350,0
2012,"Gadus morhua","Atlantic Cod",8640,17200
2012,"Gadus morhua","Atlantic cod",1101340,5815520.405
2012,"Galeorhinus galeus","Tope shark",466,0
2012,"Galeus melastomus","Blackmouth dogfish",1570.02,0
2012,"Glyptocephalus cynoglossus","Witch flounder",1950,0
2012,"Hoplostethus atlanticus","Orange roughy",65,0
2012,"Lamna nasus","Porbeagle shark",48,0
2012,"Lepidorhombus boscii","Fourspotted megrim",1320,7510
2012,"Lepidorhombus spp","Megrim spp",224,0
2012,"Lepidorhombus spp","Megrim spp.",3190,0
2012,"Lepidorhombus whiffiagonis","Megrim",18393,62340
2012,"Leucoraja circularis","Sandy ray",46.3,0
2012,"Leucoraja fullonica","Shagreen ray",253,0
2012,"Leucoraja naevus","Cuckoo ray",3585.7,0
2012,"Limanda ferruginea","Yellowtail Flounder",3680,0
2012,"Limanda limanda","Dab",60990,1.18
2012,"Lophius budegassa","Black bellied angler",11140,0
2012,"Lophius piscatorius","White anglerfish",31900,104300
2012,"Macrourus berglax","Roughhead grenadier",3540,0
2012,"Mallotus villosus","Capelin",847000,3590000
2012,"Melanogrammus aeglefinus","Haddock",438308,1833270
2012,"Merlangius merlangus","Whiting",47191,400860
2012,"Merluccius merluccius","Hake",114300,309500
2012,"Micromesistius poutassou","Blue whiting",376000,4950000
2012,"Microstomus kitt","Lemon sole",0,0
2012,"Molva dypterygia","Blue ling",9070,0
2012,"Molva molva","Ling",42860,53900
2012,"Mullus surmuletus","Striped red mullet",2876,0
2012,"Mustelus spp","Smooth-hound",3340,0
2012,"Nephrops norvegicus","Norway lobster",60852.89,0
2012,"Pagellus bogaraveo","Red seabream",1287,0
2012,"Pandalus borealis","Northern shrimp",33680,17901.48
2012,"Phycis blennoides","Greater forkbeard",2640,0
2012,"Platichthys flesus","European flounder",19910,0
2012,"Pleuronectes platessa","European Plaice",157116,827632.49
2012,"Pollachius pollachius","European pollack",1480,0
2012,"Pollachius virens","Pollock",283400,1075000
2012,"Pollachius virens","Pollock or saithe",51300,246000
2012,"Raja brachyura","Blonde ray",1900.4,0
2012,"Raja clavata","Thornback skate",4418,0
2012,"Raja microocellata","Smalleyed ray",395.3,0
2012,"Raja montagui","Spotted ray",1913.9,0
2012,"Raja undulata","Undulate ray",2226,0
2012,"Reinhardtius hippoglossoides","Greenland halibut",29320300,675000
2012,"Salmo trutta","Sea trout",281,0
2012,"Sardina pilchardus","European pilchard",54900,128000
2012,"Sardina pilchardus","Sardine",37210,0
2012,"Scomber scombrus","Mackerel",892000,5250000
2012,"Scophthalmus maximus","Turbot",549,0
2012,"Scophthalmus rhombus","Brill",31,0
2012,"Scyliorhinus canicula","Lesser spotted dogfish",13690,0
2012,"Sebastes mentella","Beaked Redfish",54210,0.54
2012,"Sebastes mentella","Deepwater Redfish",11100,1150000
2012,"Sebastes norvegicus","Golden Redfish",51120,555400
2012,"Sebastes spp","Redfish species",13100,251000
2012,"Solea solea","Common sole",23409,102680
2012,"Sprattus sprattus","Sprat",343470,3090000
2012,"Squalus acanthias","Spurdog",0,46200
2012,"Trachurus picturatus","Blue jack mackerel",1470,0
2012,"Trachurus trachurus","Horse mackerel",216300,1320000
2012,"Trisopterus esmarkii","Norway pout",26900,128000
2012,"Urophycis tenuis","White hake",347,0
2013,"Amblyraja radiata","Starry ray",0,0
2013,"Amblyraja radiata","Thorny skate",4640,0
2013,"Ammodytes spp","Sand eel",276960,1022000
2013,"Aphanopus carbo","Black scabbardfish",6.09,0
2013,"Argentina silus","Greater silver smelt",37051,0
2013,"Beryx spp","Beryx spp",272,0
2013,"Brosme brosme","Tusk",19648,36600
2013,"Capros aper","Boarfish",75400,1.52
2013,"Centrophorus squamosus","Leafscale gulper shark",0,0
2013,"Cetorhinus maximus","Basking shark",0.5,0
2013,"Chelidonichthys cuculus","Red gurnard",4750,0
2013,"Clupea harengus","Herring",1623730,14379400
2013,"Coryphaenoides rupestris","Roundnose grenadier",5854,0
2013,"Dalatias licha","Kitefin shark",0,0
2013,"Dicentrarchus labrax","European seabass",7930,20200
2013,"Engraulis encrasicolus","Anchovy",19830,69200
